  ID       E_NAME            cluster      X(m)         Y(m)         Z(m)
960549  YAMOTO                 C2    -3899953.973  3134197.046  3942546.154
960550  OSHIKA                 C2    -3922367.089  3119914.914  3931806.513
960551  OGA2                   C1    -3745697.110  3159879.860  4068760.755
960552  TENNOU                 C1    -3760030.960  3150042.541  4063187.003
960553  TAZAWAKO               C1    -3804496.047  3110303.170  4052823.040
960554  YUZAWA                 C1    -3819519.516  3147819.971  4009557.941
960555  YUZA                   C1    -3797274.557  3194489.074  3993736.944
960556  MURAYAMA               C2    -3849390.836  3188438.492  3948830.179
960557  KAMINOYAMA             C2    -3862668.943  3210137.851  3918523.704
960558  SOUMA2                 C2    -3917640.850  3178526.938  3889532.752
960559  INAWASHIRO2            C2    -3887198.960  3238042.405  3872238.749
960560  NIHONMATSU             C2    -3896285.277  3226392.901  3872559.077
960561  FUKUSIMAKOORIYA2       C2    -3893059.068  3250962.799  3855256.556
960562  FUKUSIMAKAWAUTI        C2    -3937517.254  3207443.748  3846414.392
960563  TATEIWA                C2    -3878576.431  3302543.010  3826489.410
960564  KUROKAWA               C2    -3821651.709  3268421.319  3910427.003
960565  KANAI                  C2    -3760309.364  3342095.498  3907552.798
960566  IZUMOZAKI              C2    -3804842.358  3341819.830  3864768.828
960567  KASHIWAZAKI2           C2    -3803157.748  3362813.392  3848248.088
960568  SUMON                  C2    -3834141.285  3330589.371  3845819.263
960569  ARAI                   C2    -3801665.655  3394000.394  3822459.286
960570  ITOIGAWA2              C2    -3786278.888  3421901.477  3813179.727
960571  KOSUDO                 C2    -3815072.662  3307761.732  3883751.365
960572  NAMERIKAWA             C2    -3765177.608  3465957.602  3794079.749
960573  TONAMI                 C2    -3748942.652  3492045.783  3786316.122
960574  NOTO                   C2    -3723291.098  3455231.167  3844623.417
960575  TOGI                   C2    -3705174.196  3489289.795  3831301.048
960576  NOTOJIMA               C2    -3723679.066  3472864.885  3828344.381
960577  OSHIMIZU               C2    -3723927.376  3502429.148  3801233.222
960578  TORIGOE                C2    -3736328.376  3532611.589  3761467.438
960579  SABAE                  C4    -3729170.889  3578022.132  3725430.174
960580  KOUNO                  C4    -3727305.319  3592385.632  3713576.226
960581  SATOMI                 C2    -3948540.250  3255203.340  3794766.583
960582  SHIMODATE              C2    -3941647.017  3308868.990  3755179.585
960583  ISHIGE                 C3    -3947715.163  3320577.318  3738530.793
960584  AMI                    C3    -3967565.851  3305364.531  3731046.227
960585  NASU                   C2    -3918862.876  3269159.262  3813347.377
960586  SHIOBARA               C2    -3897098.614  3292633.522  3815950.499
960587  SHIOYA                 C2    -3910042.319  3297900.080  3797725.278
960588  KARASUYAMA             C2    -3931638.768  3280639.607  3790173.727
960589  ASHIO                  C2    -3897336.417  3329746.850  3784799.359
960590  MOTEGI                 C2    -3940528.905  3285536.521  3776805.809
960591  KUSATSU                C2    -3844959.641  3390808.307  3784064.507
960592  FUJIOKA                C2    -3891281.434  3374701.232  3749332.106
960593  MANBA                  C2    -3887200.903  3389538.018  3741563.565
960594  OOSHIMA3               C3    -3984912.901  3411381.527  3616245.224
960595  OOSHIMA4               C3    -3981533.229  3417581.659  3614033.504
960596  TOSHIMA                C3    -3986847.706  3432750.492  3594257.571
960597  SHIKINEJIMA            C3    -3991968.011  3444444.369  3577064.856
960598  KOUZUSHIMA2            BB    -3991943.489  3453349.798  3568507.876
960599  MIYAKE3                C3    -4024347.490  3429621.632  3555109.246
960600  MIYAKE4                C3    -4020225.390  3436169.403  3553455.423
960601  MIKURAJIMA             C3    -4037549.707  3434662.602  3536043.427
960602  AOGASHIMA              C3    -4112396.053  3479599.445  3404113.370
960603  HAHAJIMA               C3    -4505718.015  3499685.825  2842175.297
960604  IOTO1                  C3    -4523679.148  3620992.005  2657057.740
960605  IOTO2                  C3    -4522527.619  3624675.068  2654121.618
960606  YAMANASIITINOMIY       C2    -3897788.682  3425450.624  3696884.737
960607  DOUSHI                 C3    -3924701.188  3408592.028  3684669.015
960608  MATSUMOTO              C2    -3826925.317  3447648.104  3749999.804
960609  AZUSAGAWA              C2    -3820675.020  3455668.235  3749071.282
960610  SAKU                   C2    -3855583.769  3411218.676  3754172.272
960611  NAGAWA                 C2    -3816468.978  3474835.612  3736455.314
960612  CHINO                  C2    -3851343.708  3441747.237  3731142.806
960613  KAWAKAMI               C2    -3876076.325  3419262.226  3726598.201
960614  MITAKE                 C2    -3821120.835  3489374.026  3717995.420
960615  KOMAGANE               C2    -3851754.006  3470096.576  3703988.556
960616  NAMIAI                 C2    -3851798.360  3507768.483  3669906.735
960617  OONOSHIRAKAWA          C2    -3760126.195  3518138.502  3751963.774
960618  KAMITAKARA             C2    -3787067.221  3486900.714  3754187.312
960619  HAGIWARA               C2    -3795009.906  3514135.539  3720548.509
960620  KAMO                   C3    -3940997.058  3452935.354  3624711.212
960621  SUSONO2                C3    -3933518.976  3428000.683  3656596.791
960622  OGASA                  C3    -3908093.137  3506742.102  3608753.135
960623  SHIZUOKASAGARA2        C3    -3913434.404  3501108.466  3608611.668
960624  DAITOU2                C3    -3905558.058  3510842.239  3607520.834
960625  HAMAOKA2               C3    -3913949.738  3504513.147  3604619.042
960626  NUMAZU                 C3    -3939634.980  3435927.951  3642187.162
960627  TSUKUBA3               C3    -3957234.619  3310368.873  3737529.932
960628  SHIMODA                C3    -3958243.235  3448214.022  3610485.882
960629  SETO                   C2    -3818789.136  3551922.615  3659653.487
960630  NAGOYA                 C2    -3815369.056  3562149.311  3653212.271
960631  CHITA                  C2    -3817493.207  3577005.205  3636480.027
960632  TOKONAME2              C2    -3819268.776  3582535.489  3629199.675
960633  KUWANA                 C2    -3803868.761  3585305.411  3642517.042
960634  SEKI                   C4    -3794062.396  3613888.077  3624751.605
960635  HAKUSAN                C4    -3799462.891  3627071.971  3605940.197
960636  WATARAI                C2    -3828228.145  3616582.725  3586060.176
960637  KIINAGASHIMA           C4    -3820252.660  3645240.019  3565591.856
960638  TORAHIME               C4    -3759853.788  3597423.151  3676049.503
960639  YASU                   C4    -3761214.322  3626939.528  3645730.840
960640  AMINO                  C4    -3669587.938  3665229.538  3699895.475
960641  MAIZURU                C4    -3703255.310  3649888.366  3681588.429
960642  KYOTOMIYAMA            C4    -3721332.255  3650626.020  3663028.357
960643  KYOTOSAKYOU2           C4    -3745690.304  3645922.205  3642759.045
960644  KYOTOFUSHIMI           C4    -3750194.265  3650421.904  3633606.039
960645  KASUMI                 C4    -3649616.967  3690951.020  3694148.456
960646  HYOUGOHIDAKA           C4    -3660213.036  3695039.799  3679740.636
960647  AOGAKI                 C4    -3689246.466  3686410.270  3659547.528
960648  IKUNO                  C4    -3676605.241  3706084.281  3652882.805
960649  TAKINO                 C4    -3697844.963  3704946.990  3632123.667
960650  KATSURAGI              C4    -3763506.483  3694729.059  3575177.426
960651  WAKAYAMASHIMIZU        C4    -3767411.588  3711137.598  3554320.450
960652  HIROKAWA               C4    -3752751.234  3730841.596  3548807.560
960653  SUSAMI2                C4    -3794798.438  3729633.094  3505391.695
960654  YONAGO                 C5    -3570638.822  3783815.558  3677412.978
960655  HATTOU                 C4    -3638608.589  3725331.373  3670734.349
960656  MIHONOSEKI             C5    -3551670.363  3790371.007  3688930.240
960657  SHIMANEIWAMI           C5    -3535480.956  3864074.877  3628234.433
960658  HIKIMI                 C5    -3519092.780  3906489.446  3598955.564
960659  KAKINOKI               C5    -3514371.290  3921742.451  3586904.669
960660  OKAYAMASHINJOU         C5    -3597506.970  3782512.170  3653617.188
960661  OKAYAMAKAMO            C4    -3628890.028  3751279.518  3654198.971
960662  SHINGOU                C5    -3593968.950  3801010.835  3637432.166
960663  HIROSHIMAMIYOSHI       C5    -3565466.026  3843407.746  3620840.263
960664  TOYOMATSU              C5    -3599611.331  3814791.757  3617962.342
960665  HIROSHIMASAIKI         C5    -3539944.115  3904746.916  3580656.632
960666  ETAJIMA                C5    -3562114.633  3893426.647  3570436.593
960667  KINOE                  C5    -3593309.162  3868975.544  3565766.942
960668  HAGI2                  C5    -3451816.076  3949594.638  3616443.918
960669  NAGATO                 C5    -3470965.590  3968182.607  3577885.300
960670  YAMAGUCHITOYOTA        C5    -3469961.967  3982506.867  3563000.411
960671  TOKUYAMA               C5    -3528613.821  3942370.971  3550070.142
960672  TOUWA                  C5    -3570194.979  3915576.972  3538181.989
960673  NARUTO                 C4    -3709532.507  3761032.611  3562254.240
960674  TOKUSHIMAMIYOSHI       C4    -3667057.567  3813967.669  3550175.431
960675  KAMINAKA               C4    -3706275.930  3797767.450  3527253.939
960676  NAOSHIMA               C5    -3657639.448  3787771.472  3587328.899
960677  MARUGAME               C4    -3645892.279  3804469.430  3581649.405
960678  YUGE                   C5    -3612031.419  3847889.727  3569659.960
960679  HOUJOU                 C4    -3596952.567  3886839.679  3542744.489
960680  NAGAHAMA               C4    -3591505.691  3921191.570  3510758.037
960681  UWAJIMA                C4    -3613278.053  3937160.388  3470560.663
960682  KOUCHIOOKAWA           C4    -3649398.788  3850732.826  3530199.955
960683  NAKATOSA2              C4    -3653769.907  3886997.345  3484333.285
960684  KUBOKAWA               C4    -3651754.842  3898442.852  3474116.779
960685  NOOGATA                C5    -3465496.756  4021970.925  3523042.728
960686  YUKUHASHI              C5    -3486141.607  4008011.368  3518602.277
960687  TAGAWA                 C5    -3474952.499  4022379.675  3513363.776
960688  TANUSHIMARU            C5    -3478826.550  4044344.574  3484386.002
960689  YAMAUCHI               C5    -3429951.958  4096349.263  3472248.287
960690  YOSHII                 C5    -3409306.646  4107985.210  3478736.547
960691  UKU                    C5    -3369052.640  4141849.422  3477766.771
960692  WAKAMATSU              C5    -3375968.104  4165056.992  3443346.959
960693  AINO                   C5    -3461705.382  4101247.641  3435012.891
960694  SHIMABARA              C5    -3473965.407  4091151.697  3434797.746
960695  OBAMA                  C5    -3468595.533  4102108.754  3427297.278
960696  FUKAE                  C5    -3477791.617  4093294.833  3428153.114
960697  NISHIARIE              C5    -3475797.163  4099866.194  3422380.370
960698  TAMANOURA              C5    -3355701.666  4200702.988  3419893.841
960699  KUMAMOTOOGUNI          C5    -3512697.203  4031947.572  3465551.216
960700  KAMOTO                 C5    -3494705.629  4056003.475  3455071.666
960701  CHOUYOU                C5    -3517945.873  4047473.243  3442172.570
960702  IZUMI                  C5    -3515130.461  4073050.347  3414651.329
960703  ASO                    C5    -3521694.248  4037929.502  3449663.776
960704  TAKAMORI               C5    -3528667.903  4040409.286  3439882.615
960705  USA                    C5    -3516383.315  3994644.463  3503806.098
960706  HIJI                   C5    -3540096.150  3988928.292  3486457.189
960707  OOITAKUSU              C5    -3510821.185  4021534.643  3479268.436
960708  NAOIRI                 C5    -3537120.192  4014074.085  3461573.604
960709  OOITA                  C5    -3544416.155  3995052.716  3475236.694
960710  MAETSUE                C5    -3499826.990  4038069.299  3472146.162
960711  KITAKATA               C5    -3567831.558  4028352.107  3412724.331
960712  MIYAZAKINANGOU         C5    -3560862.159  4048394.633  3396657.245
960713  SHINTOMI               C5    -3583811.019  4052753.749  3366955.930
960714  EBINO                  C5    -3540672.927  4092422.499  3365070.255
960715  MIYAZAKITANO           C5    -3579942.490  4074058.532  3345661.176
960716  KUSHIMA2               C5    -3596838.589  4093350.084  3303766.798
960717  AZUMA                  C5    -3485651.278  4127683.868  3379009.362
960718  MIYANOJOU              C5    -3515333.188  4124715.278  3351904.458
960719  SAKURAJIMA             C5    -3541387.942  4124243.263  3325033.859
960720  KAGOSHIMA2             C5    -3546699.663  4122176.257  3322000.379
960721  KAGOSHIMA3             C5    -3543081.358  4128334.019  3318264.941
960722  TARUMIZU               C5    -3549647.175  4126932.984  3312944.418
960723  KAGOSHIMAMISHIMA       C5    -3545414.657  4184312.192  3245484.589
960724  NISHINOOMOTE           C5    -3601332.007  4138685.274  3242520.672
960725  KUCHINOERABUJIMA       C5    -3551557.337  4202961.919  3214613.655
960726  MINAMITANE             C5    -3605376.244  4161686.297  3208680.640
960727  KAMIYAKU2              C5    -3570477.489  4191682.406  3208312.741
960728  YAKU                   C5    -3585817.417  4190368.460  3193081.988
960729  KAGOSHIMATOSHIMA       C5    -3545317.072  4269484.545  3133444.023
960730  KASARI                 C5    -3583133.585  4316890.864  3024091.743
960731  KIKAI1                 C5    -3612278.173  4300530.295  3012775.692
960732  KIKAI2                 C5    -3606825.291  4310401.042  3005251.348
960733  SETOUCHI               C5    -3566587.720  4354348.066  2989976.790
960734  KAGOSHIMAAMAGI         C5    -3544610.831  4393751.669  2958581.110
960735  WADOMARI               C5    -3539205.464  4425445.416  2917786.640
960736  IZENA                  C5    -3498654.703  4486936.988  2872768.741
960737  KUNIGAMI               C5    -3525011.956  4471719.221  2864363.888
960738  OOGIMI                 C5    -3521491.908  4484023.989  2849396.028
960739  AGUNI                  C5    -3453422.873  4544505.521  2836986.739
960740  GINOZA                 C5    -3514943.377  4503394.358  2827064.770
960741  OKINAWAISHIKAWA        C5    -3505080.394  4513396.620  2823545.875
960742  TONAKI                 C5    -3452694.060  4558058.717  2816159.041
960743  GUSHIKAWA              C5    -3421167.670  4583310.458  2813666.809
960744  TOKASHIKI              C5    -3474544.781  4553527.382  2796918.710
960745  CHINEN                 C5    -3512919.469  4524558.220  2795882.515
960746  KITADAITOU             C5    -3786805.578  4311845.841  2774485.193
960747  IRABU                  C5    -3336346.546  4734662.829  2661810.542
960748  TARAMA                 C5    -3301599.801  4769460.857  2643061.384
960749  ISHIGAKI1              C5    -3271689.871  4795887.118  2632486.744
960750  ISHIGAKI2              C5    -3266005.707  4810720.608  2612547.175
960751  HATERUMAJIMA           C5    -3241311.095  4842572.986  2584530.782
960752  GUNMAAKAGI             C2    -3875755.237  3362410.521  3776741.478
960753  TOKIGAWA               C3    -3914624.069  3370755.529  3728614.865
960754  NAGURI                 C3    -3915478.700  3381874.113  3717944.753
960755  IRUMA                  C3    -3930344.699  3372764.162  3710394.471
960756  CHIBAOOTAKI            C3    -4007202.861  3332854.653  3664065.924
960757  MIZUSAWA2              C1    -3862410.630  3105009.459  4001949.486
960758  HACHIOUJI              C3    -3939640.684  3380272.484  3693785.815
960759  MIURA2                 C3    -3976219.282  3382371.585  3652511.167
960760  UJI                    C4    -3754533.349  3652418.895  3627195.571
960761  YAO                    C4    -3755382.945  3675126.893  3603381.945
960762  HIMEJI                 C4    -3682542.803  3726553.438  3625547.800
960763  IKOMA                  C4    -3757567.289  3666084.643  3610515.938
960764  TENRI                  C4    -3770405.285  3664016.688  3599108.794
960765  WAKE                   C4    -3653351.508  3760001.389  3620582.288
960766  KURASHIKI2             C5    -3635818.938  3797095.343  3599549.100
960767  HIROSIMAFUKUYAMA       C5    -3610242.759  3832689.068  3587857.422
960768  AKITSU                 C5    -3583752.045  3867361.966  3577285.043
960769  WAKI                   C5    -3549008.533  3911385.152  3564105.702
960770  KITAHATA               C5    -3424073.684  4087188.088  3488530.734
960771  NAKABARU               C5    -3459901.722  4058977.458  3486157.731
960772  OOMURA                 C5    -3443357.337  4105134.384  3449093.079
960773  OOYANO                 C5    -3488829.720  4094950.696  3414986.155
960774  REIHOKU                C5    -3466291.415  4118514.360  3409650.049
960775  KUMAMOTOSUMOTO         C5    -3487493.920  4108874.931  3400758.259
960776  KAGOSIMAKORIYAMA       C5    -3526401.422  4133346.351  3329933.361
960777  KASASA                 C5    -3511872.502  4165203.664  3305354.021
96MZS3  MIZUSAWA3              C1    -3862342.395  3105047.266  4001967.046
96S001  S-ODAWARA1             A3    -3945164.184  3407328.138  3662878.951
96S002  S-ODAWARA2             A3    -3947410.504  3403421.131  3664096.272
96S003  S-ODAWARA3             A3    -3943063.786  3406816.304  3665625.460
96S004  S-ASHIGARAOOI          A3    -3941295.961  3406520.766  3667918.688
96S005  S-ASHIGARANAKAI        A3    -3944685.860  3403043.113  3667424.848
96S006  S-FUJINOMIYA1          A3    -3912329.326  3445824.629  3662636.076
96S007  S-FUJINOMIYA2          A3    -3907743.074  3446516.977  3667189.971
96S008  S-FUJIOOBUCHI          A3    -3918629.141  3444451.032  3657072.397
96S009  S-FUJIKAWA             A3    -3917460.696  3451525.731  3651350.664
96S010  S-INA1                 A2    -3840961.655  3467731.371  3717640.140
96S011  S-INA2                 A2    -3846007.360  3468396.693  3711445.934
96S012  S-KOMAGANE             A2    -3845804.671  3475783.663  3705212.941
96S013  S-IIJIMA               A2    -3850272.535  3476735.320  3699399.960
96S014  S-MATSUKAWA            A2    -3853174.475  3480560.246  3692583.809
96S015  S-TOYOOKA              A2    -3854977.201  3484747.112  3686547.776
96TKB4  TSUKUBA4               C3    -3957195.452  3310205.678  3737712.189
970778  WAKKANAI2              C1    -3526785.418  2795473.314  4504618.878
970779  HAMATONBETSU           C1    -3569051.483  2753322.030  4497332.745
970780  ESASHI2                C1    -3608223.201  2746947.035  4470073.233
970781  ENBETSU                C1    -3572067.465  2811554.286  4458991.639
970782  HOROKANAI2             C1    -3612129.088  2795344.428  4437412.123
970783  OBIRA                  C1    -3595688.479  2843312.904  4420023.572
970784  HOKKAIKIYOSATO         C1    -3759020.313  2680648.717  4385995.917
970785  HAMAMASU               C1    -3612590.288  2886931.002  4378007.934
970786  SHINTOKU2              C1    -3708601.403  2799985.870  4354810.945
970787  KAMIFURANO             C1    -3688105.121  2815379.934  4363170.554
970788  SHIRANUKA              C1    -3768851.647  2748093.796  4335869.123
970789  HOKKAIDOUSHIMIZU       C1    -3724103.933  2819578.232  4328759.617
970790  YUUBARI                C1    -3689883.201  2874088.959  4322276.862
970791  TOYOKORO               C1    -3767147.482  2788054.174  4311811.219
970792  NOBORIBETSU            C1    -3668945.226  2962468.927  4280238.573
970793  TAIKI2                 C1    -3769850.459  2825140.009  4285866.070
970794  ASSABU                 C1    -3659922.303  3030847.502  4240328.341
970795  TAMAYAMA2              C1    -3835376.271  3055980.890  4065567.578
970796  ISAWA                  C1    -3849833.584  3118818.300  4003408.981
970797  SHIROISHI              C2    -3892158.505  3191866.411  3904145.301
970798  KAZUNO2                C1    -3790597.068  3089012.783  4082106.902
970799  NISHIKAWA              C2    -3837695.251  3209422.344  3943502.139
970800  IWAKI2                 C2    -3953642.215  3219729.277  3819071.314
970801  HINOEMATA              C2    -3871115.881  3317685.893  3821244.329
970802  MINAKAMI               C2    -3857339.829  3359662.239  3798092.698
970803  YAMANOBE               C2    -3851351.229  3208834.383  3930922.503
970804  YOKOHAMAIZUMI          C3    -3958202.423  3378005.684  3675924.033
970805  SUIBARA                C2    -3819924.819  3294242.559  3890428.272
970806  NIIGATAMAKI            C2    -3802605.127  3319510.641  3885938.307
970807  NIIGATAMISHIMA         C2    -3810974.786  3338660.982  3861507.232
970808  TOYAMATATEYAMA         C2    -3788102.928  3459487.294  3781283.337
970809  NIRASAKI               C2    -3882640.342  3440290.052  3699081.494
970810  NIIGATASAKAE           C2    -3814494.283  3325218.880  3869495.440
970811  SAKASHITA              C2    -3831095.728  3507013.878  3690174.050
970812  SEKIGAHARA             C4    -3775573.751  3586606.595  3670579.039
970813  KANNAMI                C3    -3940521.307  3428599.447  3648348.789
970814  SHIMODA2               C3    -3953552.280  3451763.318  3612428.894
970815  KANBARA                C3    -3918435.486  3453353.426  3648537.237
970816  SHIZUOKAHATANAGI       C3    -3884020.656  3474316.935  3666874.863
970817  SHIZUOKAMINEYAMA       C3    -3897013.103  3483110.115  3644354.314
970818  NAKAKAWANE             C3    -3889991.214  3492534.806  3642102.645
970819  SHIZUOKAMORI2          C3    -3888438.540  3507707.622  3629056.623
970820  SHIMADA                C3    -3904934.886  3494267.728  3624230.764
970821  HAMAMATSUISAJI         C3    -3879087.916  3532078.154  3615349.032
970822  AICHIICHINOMIYA2       C2    -3798143.583  3568088.760  3665185.630
970823  OOYA                   C4    -3659504.550  3712489.072  3663988.735
970824  OODAIGAHARA            C4    -3806774.686  3663726.374  3563887.635
970825  TOTSUKAWA              C4    -3792117.075  3696029.056  3543777.408
970826  KOZAGAWA               C4    -3805066.806  3712069.582  3513122.939
970827  HIKETA                 C4    -3693613.911  3772659.840  3566475.524
970828  EHIMEMISAKI            C4    -3571133.305  3959734.515  3488162.811
970829  UWA                    C4    -3600115.246  3932231.967  3489772.477
970830  GOHOKU                 C4    -3647408.202  3862067.167  3519633.229
970831  FUKUOKATAKATA          C5    -3471170.624  4069250.921  3463036.374
970832  SOTOME                 C5    -3428010.617  4126023.263  3439106.061
970833  OOITAKOKONOE           C5    -3522856.657  4023163.587  3466374.811
970834  KAGOSHIMAIZUMI         C5    -3502480.700  4121130.750  3369784.621
970835  KAGOSHIMASENDAI        C5    -3500948.907  4137102.244  3351636.226
970836  HIWAKI                 C5    -3517319.663  4131667.942  3341265.232
970837  AIRA                   C5    -3530185.299  4118797.323  3344037.024
979001  M-YAMAGATA1            A2    -3859011.985  3204659.258  3926446.671
979002  M-YAMAGATA2            A2    -3854954.773  3210418.648  3926541.632
979003  M-YAMAGATA3            A2    -3854540.586  3203869.358  3931448.457
979004  M-YAMAGATA4            A2    -3855844.396  3207570.222  3927361.624
97S016  S-TOYOSHINA            A2    -3820968.064  3449971.857  3753844.054
97S017  S-MATSUMOTO1           A2    -3823443.992  3447907.524  3753718.839
97S018  S-MATSUMOTO2           A2    -3822856.241  3450736.648  3751275.368
97S019  S-MATSUMOTO3           A2    -3826305.385  3450286.342  3748196.483
97S020  S-MATSUMOTO4           A2    -3828212.873  3448452.944  3747955.740
97S021  S-MATSUMOTO5           A2    -3828307.627  3450134.472  3746336.236
97S022  S-MATSUMOTO6           A2    -3829912.918  3448863.059  3746162.399
97S023  S-MATSUMOTO7           A2    -3829631.173  3450044.882  3745153.955
97S024  S-MATSUMOTO8           A2    -3830514.814  3450142.337  3744261.720
97S025  S-KAMIITA              A4    -3696719.375  3777103.515  3559009.398
97S026  S-DONARI1              A4    -3693920.019  3781921.249  3556474.469
97S027  S-ICHIBA               A4    -3689968.255  3786249.516  3556028.140
97S028  S-DONARI2              A4    -3694072.153  3780612.165  3557829.033
97S029  S-WAKI1                A4    -3683685.812  3791795.042  3556688.351
97S030  S-WAKI2                A4    -3684553.487  3792755.237  3554725.053
97S031  S-OOMACHI              A2    -3807437.425  3446887.546  3770482.659
97S032  S-YASAKA               A2    -3810304.095  3441658.752  3772424.540
97S033  S-AZUMIMATSUKAWA       A2    -3810094.156  3448000.463  3766685.957
97S034  S-IKUSAKA              A2    -3813975.712  3443122.400  3767029.247
97S035  S-HOTAKA               A2    -3813682.605  3450091.024  3761067.196
97S036  S-AKASHINA             A2    -3818130.728  3446769.470  3759600.455
97S037  S-MIMA1                A4    -3676209.267  3801469.347  3554904.499
97S038  S-MIMA2                A4    -3674284.541  3804361.313  3554358.096
97S039  S-MINO1                A4    -3672649.062  3807204.855  3552077.133
97S040  S-WAKI3                A4    -3681894.607  3797715.693  3552171.083
97S041  S-MINO2                A4    -3673396.576  3807741.967  3550254.610
989011  M-YORIKI               A1    -3806741.763  3084674.420  4070517.584
989012  M-NISHIYAMA            A1    -3809601.180  3091849.205  4062703.814
989013  M-TAZAWAKO             A1    -3802296.473  3105108.130  4059509.418
989014  M-KAKKONDA             A1    -3804124.356  3096411.323  4064408.148
989015  M-KAMIKOUCHI           A2    -3806027.770  3471075.287  3751183.978
989016  M-KOUZUSHIMA           A3    -3995573.915  3452425.188  3565578.959
98H001  H-SHIROWA              A3    -3917907.644  3502254.289  3602564.588
98H002  H-SHIROWA2             A3    -3917356.057  3502115.162  3603300.348
98H003  H-SHINJOU              A3    -3916554.277  3502674.826  3603606.015
98H004  H-JITOUGATA1           A3    -3915946.413  3502539.041  3604355.341
98H005  H-JITOUGATA2           A3    -3915207.741  3502916.389  3604854.664
98H006  H-KASANA               A3    -3914769.965  3502552.572  3605737.433
98H007  H-HIKI1                A3    -3913422.031  3503162.210  3606497.087
98H008  H-HIKI2                A3    -3912354.924  3504245.620  3606725.514
98H009  H-SHIMOASAHINA1        A3    -3911712.882  3504106.598  3607420.987
98H010  H-SHIMOASAHINA2        A3    -3910882.042  3504623.131  3607864.669
98H011  H-NIINO1               A3    -3909993.957  3504865.797  3608555.999
98H012  H-NIINO2               A3    -3909250.529  3505254.381  3608969.033
98H013  H-TAKAHASHI            A3    -3908466.925  3505315.277  3609745.304
98H014  H-KAWAKAMI             A3    -3907838.481  3505867.867  3609865.858
98H015  H-SHIMOHIRAKAWA1       A3    -3907031.195  3506331.146  3610286.068
98H016  H-SHIMOHIRAKAWA2       A3    -3906172.273  3506524.941  3611023.665
98H017  H-IKEUCHI              A3    -3905401.596  3506754.434  3611632.526
98H018  H-SHIMOUCHIDA          A3    -3904433.989  3507270.115  3612176.991
98H019  H-HIRAO                A3    -3903820.971  3507128.068  3613015.137
98H020  H-NAKAUCHIDA           A3    -3903042.060  3507359.955  3613636.363
98H021  H-KOTONARI             A3    -3902220.550  3507709.099  3614168.194
98H022  H-KAMIUCHIDA           A3    -3901554.234  3507729.380  3614865.774
98H023  H-SHIMOITAZAWA         A3    -3901007.669  3507805.178  3615418.931
98H024  H-SUGIYA               A3    -3899846.907  3508305.225  3616185.495
98H025  H-HOSOYA               A3    -3895057.303  3510903.256  3618774.369
990838  MINAMIIZU1             C3    -3948040.812  3460779.889  3609724.625
990839  HEDA1                  C3    -3935807.802  3447466.243  3635473.495
990840  YAIZU1                 C3    -3914931.782  3484252.442  3622990.135
999017  M-UOSHIMA              A4    -3624046.306  3843043.693  3562814.464
999018  M-IBUKI                A4    -3640427.437  3831777.836  3558264.111
99R001  R-OOMACHI1             A2    -3801320.333  3449060.733  3775057.789
99R002  R-OOMACHI2             A2    -3807525.620  3444082.209  3772989.415
99R003  R-IKUSAKA1             A2    -3812935.188  3440302.838  3770624.714
99R004  R-IKUSAKA2             A2    -3814803.052  3439224.675  3769683.319
99R005  R-SAKAKITA             A2    -3818300.125  3437267.162  3768194.840
99R006  R-OMI                  A2    -3820257.196  3433450.424  3769691.184
99R007  R-SENDAI1              A2    -3886132.864  3168796.864  3928730.094
99R008  R-SENDAI2              A2    -3881843.254  3171320.797  3931071.079
99R009  R-SENDAI3              A2    -3878162.514  3174929.335  3931817.016
99R010  R-SENDAI4              A2    -3874680.118  3178976.914  3932084.225
GMSD    GMSD                   E5    -3607665.504  4147867.904  3223716.954
TSUKUBA TSUKUBA-IGS            C3    -3957199.240  3310199.672  3737711.708
